team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,37,88,8,24,25,29,15,33,24,11,2,12,15
ATLANTA HAWKS,240,38,84,14,33,13,16,11,31,21,7,2,16,22
TORONTO RAPTORS,240,35,79,10,32,19,24,10,29,27,5,6,14,21
CLEVELAND CAVALIERS,240,34,84,5,17,20,24,14,29,24,6,1,12,21
PORTLAND TRAIL BLAZERS,240,28,76,12,31,32,38,7,34,17,8,12,13,21
DENVER NUGGETS,240,37,103,4,20,17,26,27,37,19,7,5,15,25
LOS ANGELES LAKERS,240,39,90,8,23,12,20,10,32,22,11,12,16,23
INDIANA PACERS,240,47,101,5,16,19,25,21,41,25,11,10,17,21
MINNESOTA TIMBERWOLVES,240,42,87,5,18,21,32,10,28,24,11,5,15,21
PHOENIX SUNS,240,42,95,3,15,14,18,18,32,19,10,9,19,30
HOUSTON ROCKETS,240,41,72,11,22,36,42,7,38,25,5,6,19,26
SACRAMENTO KINGS,240,36,90,5,18,26,31,12,25,17,13,1,12,27
ORLANDO MAGIC,240,43,86,8,25,12,14,15,30,24,5,3,17,26
WASHINGTON WIZARDS,240,42,80,10,16,21,28,9,27,24,8,2,12,15
