team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,40,88,5,15,8,11,12,28,20,9,6,16,21
HOUSTON ROCKETS,240,35,85,6,19,19,25,16,29,21,8,5,15,18
ORLANDO MAGIC,240,32,68,10,23,10,19,6,33,21,1,4,18,23
LOS ANGELES LAKERS,240,39,89,6,19,13,19,14,27,21,8,6,3,19
LOS ANGELES CLIPPERS,240,32,80,4,17,14,19,13,23,12,4,5,19,16
MEMPHIS GRIZZLIES,240,45,84,6,12,9,13,10,34,23,14,8,14,21
SAN ANTONIO SPURS,240,31,81,6,22,12,19,7,26,17,5,2,11,21
MIAMI HEAT,240,42,78,3,9,23,24,8,39,25,9,5,11,21
BOSTON CELTICS,240,35,85,2,10,7,8,13,37,22,6,3,11,22
NEW JERSEY NETS,240,31,78,11,25,15,24,12,33,19,5,6,10,13
DENVER NUGGETS,240,40,75,17,29,17,22,10,33,29,9,5,21,19
NEW ORLEANS HORNETS,240,40,85,10,22,13,17,10,21,22,13,3,14,17
GOLDEN STATE WARRIORS,240,43,86,11,26,22,33,4,20,24,9,5,13,25
SACRAMENTO KINGS,240,47,83,8,17,27,33,11,35,28,11,5,19,24
PHILADELPHIA 76ERS,265,41,97,8,21,17,20,11,33,19,8,5,9,21
UTAH JAZZ,265,40,86,5,15,27,31,11,40,26,6,3,13,17
OKLAHOMA CITY THUNDER,240,42,86,12,21,20,21,11,31,30,14,11,17,20
WASHINGTON WIZARDS,240,37,94,0,9,15,23,23,26,15,9,10,17,13
