team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,35,90,5,23,11,13,17,29,21,5,4,6,20
CHARLOTTE BOBCATS,240,33,68,3,11,18,26,4,33,25,2,2,9,17
PHILADELPHIA 76ERS,240,39,86,4,14,15,21,12,32,24,11,9,14,18
CHICAGO BULLS,240,33,80,1,9,18,30,13,29,18,10,11,17,18
BOSTON CELTICS,240,34,62,4,11,28,36,3,26,19,5,3,15,21
INDIANA PACERS,240,42,77,6,15,17,22,8,28,18,7,4,14,22
ORLANDO MAGIC,265,36,80,11,32,23,32,9,35,19,9,2,21,28
NEW YORK KNICKS,265,35,81,12,35,31,41,11,32,16,10,1,14,31
PORTLAND TRAIL BLAZERS,240,34,65,8,17,24,31,7,32,15,5,4,15,18
SAN ANTONIO SPURS,240,38,79,6,25,10,20,10,27,16,9,1,11,27
WASHINGTON WIZARDS,265,36,92,6,26,22,29,16,37,14,8,7,12,25
UTAH JAZZ,265,39,93,7,24,10,21,17,36,23,7,7,17,25
