team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS PELICANS,265,50,99,14,34,11,16,9,38,33,4,4,10,16
CHARLOTTE HORNETS,265,46,102,13,46,17,20,11,39,32,5,1,9,14
PHOENIX SUNS,240,38,83,6,21,18,20,5,35,18,5,7,11,24
DALLAS MAVERICKS,240,28,74,9,26,33,36,10,38,17,2,4,13,17
NEW YORK KNICKS,240,36,82,13,30,7,11,8,36,26,4,7,18,18
DETROIT PISTONS,240,46,96,9,27,11,19,14,37,27,14,6,7,15
PHILADELPHIA 76ERS,240,40,84,10,30,10,14,7,34,28,11,1,16,23
LOS ANGELES CLIPPERS,240,40,81,8,25,24,29,8,33,25,13,3,13,13
ATLANTA HAWKS,240,36,72,15,30,20,26,6,40,22,9,6,18,23
MEMPHIS GRIZZLIES,240,34,90,5,29,17,23,13,28,22,11,3,13,21
TORONTO RAPTORS,240,33,88,2,15,21,25,16,32,7,6,5,12,20
MIAMI HEAT,240,35,72,11,28,23,33,3,32,21,8,10,12,19
MINNESOTA TIMBERWOLVES,240,37,81,5,13,16,21,11,27,21,4,4,12,22
MILWAUKEE BUCKS,240,37,80,8,20,20,23,11,29,19,5,6,9,23
UTAH JAZZ,240,36,75,9,20,23,28,7,29,15,9,2,12,17
OKLAHOMA CITY THUNDER,240,43,86,8,23,18,24,12,31,23,7,7,12,20
CLEVELAND CAVALIERS,240,43,86,15,39,15,25,9,43,30,1,6,9,18
ORLANDO MAGIC,240,38,96,4,21,24,28,14,38,17,6,1,5,21
WASHINGTON WIZARDS,265,47,90,12,25,19,28,9,37,27,5,4,11,20
PORTLAND TRAIL BLAZERS,265,48,94,16,32,12,16,7,36,26,4,5,14,19
DENVER NUGGETS,240,40,85,9,34,16,18,9,35,21,8,8,9,16
SACRAMENTO KINGS,240,36,82,8,23,12,20,10,31,24,4,2,12,15
GOLDEN STATE WARRIORS,240,33,92,5,17,14,23,20,29,19,10,4,15,16
SAN ANTONIO SPURS,240,40,77,12,27,15,18,7,39,27,6,7,18,18
