team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,38,84,5,12,11,16,9,29,28,6,4,8,19
ATLANTA HAWKS,240,38,74,10,24,17,23,6,40,28,4,5,13,16
CHARLOTTE BOBCATS,240,37,79,6,15,15,25,9,28,21,5,5,13,10
CLEVELAND CAVALIERS,240,52,92,9,24,9,13,10,35,33,6,5,6,20
PORTLAND TRAIL BLAZERS,240,36,84,10,30,17,19,7,35,20,6,1,6,20
DALLAS MAVERICKS,240,41,86,10,20,13,19,11,35,22,5,3,8,16
BROOKLYN NETS,240,34,82,6,16,19,25,15,31,22,6,5,13,19
DETROIT PISTONS,240,36,83,3,17,15,21,14,27,28,7,7,14,29
HOUSTON ROCKETS,240,39,80,9,25,21,25,8,31,19,6,2,16,26
MIAMI HEAT,240,40,82,10,23,24,28,8,30,23,9,6,10,16
SAN ANTONIO SPURS,240,37,81,10,25,20,21,7,34,24,13,5,13,22
MINNESOTA TIMBERWOLVES,240,33,81,8,18,20,23,12,37,16,7,5,15,19
PHOENIX SUNS,240,35,78,1,15,13,15,11,29,19,4,4,16,17
NEW ORLEANS HORNETS,240,39,75,4,14,11,17,9,24,24,10,7,11,17
GOLDEN STATE WARRIORS,240,38,93,10,20,12,16,13,36,25,7,4,19,15
OKLAHOMA CITY THUNDER,240,48,95,8,23,15,20,10,40,29,12,16,12,12
LOS ANGELES CLIPPERS,240,33,82,6,18,14,22,13,35,17,16,6,14,16
ORLANDO MAGIC,240,30,87,6,20,10,14,14,36,16,6,5,18,20
INDIANA PACERS,240,32,81,5,17,19,25,16,38,20,10,4,9,8
PHILADELPHIA 76ERS,240,31,89,2,8,5,7,16,35,20,8,8,15,17
BOSTON CELTICS,240,35,73,4,19,25,30,6,35,21,4,5,13,20
TORONTO RAPTORS,240,34,82,4,18,23,26,12,31,18,12,2,15,23
MILWAUKEE BUCKS,240,29,82,6,19,22,29,9,28,15,12,9,16,21
UTAH JAZZ,240,39,81,5,10,17,26,17,33,23,9,12,19,23
NEW YORK KNICKS,240,34,84,9,28,19,23,12,29,14,5,3,9,12
WASHINGTON WIZARDS,240,42,79,11,20,11,14,7,31,23,3,4,10,17
