team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,290,42,107,9,31,31,39,17,50,28,10,11,18,22
BOSTON CELTICS,290,49,114,12,33,9,16,11,40,32,7,9,15,30
MINNESOTA TIMBERWOLVES,265,38,87,7,19,25,29,8,35,22,5,8,10,27
DENVER NUGGETS,265,38,86,11,28,24,33,8,42,21,7,1,12,25
MIAMI HEAT,240,35,81,5,20,8,13,8,37,14,6,8,19,16
INDIANA PACERS,240,36,86,6,28,18,20,7,38,22,13,6,12,13
CHARLOTTE HORNETS,240,39,78,18,37,27,30,7,34,23,5,5,13,24
MEMPHIS GRIZZLIES,240,32,80,7,20,28,37,11,29,19,8,5,12,24
WASHINGTON WIZARDS,240,40,80,12,27,13,21,6,27,27,10,1,10,17
NEW ORLEANS PELICANS,240,39,79,16,27,13,18,7,34,21,9,0,16,18
CLEVELAND CAVALIERS,240,41,72,11,21,18,27,9,36,28,12,0,18,19
ORLANDO MAGIC,240,28,72,6,22,14,20,6,24,16,8,3,19,24
DETROIT PISTONS,240,43,93,10,27,11,16,17,31,18,9,9,14,21
PHILADELPHIA 76ERS,240,36,80,6,18,17,24,13,31,22,5,5,21,16
PORTLAND TRAIL BLAZERS,240,45,96,12,34,4,7,14,37,23,7,3,12,14
PHOENIX SUNS,240,36,83,13,35,11,18,8,32,21,8,7,9,9
LOS ANGELES LAKERS,240,36,88,9,25,6,10,9,27,20,7,5,15,21
SAN ANTONIO SPURS,240,44,82,6,14,15,25,11,38,26,9,6,13,13
MILWAUKEE BUCKS,240,33,80,4,11,13,16,10,30,19,9,4,15,19
TORONTO RAPTORS,240,34,70,7,20,15,23,7,32,16,9,8,16,23
OKLAHOMA CITY THUNDER,240,37,79,6,17,14,16,11,34,14,4,2,13,19
UTAH JAZZ,240,33,78,8,28,16,24,11,28,17,7,4,11,16
