team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,46,95,6,25,16,20,13,42,22,10,10,14,19
BOSTON CELTICS,240,34,87,10,34,20,25,9,31,21,9,7,18,20
MILWAUKEE BUCKS,240,37,83,11,30,10,16,5,28,27,3,5,8,23
CLEVELAND CAVALIERS,240,35,70,10,28,22,26,4,41,20,4,2,16,11
MIAMI HEAT,240,37,83,9,26,6,13,13,32,21,11,4,13,18
DALLAS MAVERICKS,240,33,76,9,18,21,23,11,31,18,5,2,13,13
INDIANA PACERS,240,41,91,13,30,22,25,13,42,29,7,5,15,26
HOUSTON ROCKETS,240,32,88,10,45,34,42,12,27,22,8,5,10,22
TORONTO RAPTORS,240,33,78,7,26,19,23,11,30,12,9,3,12,18
NEW YORK KNICKS,240,33,73,9,24,16,19,8,32,17,10,6,17,19
GOLDEN STATE WARRIORS,240,40,89,6,29,33,39,16,29,31,14,4,13,18
PHILADELPHIA 76ERS,240,37,82,10,34,24,27,12,30,24,11,3,22,25
MINNESOTA TIMBERWOLVES,240,40,95,8,23,14,20,16,36,25,11,7,10,15
SACRAMENTO KINGS,240,36,82,6,17,10,15,7,35,23,6,4,18,18
