team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,30,80,7,24,15,23,8,36,19,9,4,19,19
BROOKLYN NETS,240,32,82,10,33,17,20,8,43,21,11,6,19,22
INDIANA PACERS,290,48,105,16,41,18,20,12,34,32,6,3,9,24
CLEVELAND CAVALIERS,290,47,95,18,43,23,33,15,41,29,7,4,13,19
WASHINGTON WIZARDS,240,43,92,10,27,19,25,9,29,28,9,3,14,20
GOLDEN STATE WARRIORS,240,50,88,16,36,23,26,10,34,34,7,10,16,20
MEMPHIS GRIZZLIES,240,40,80,13,30,10,14,5,28,29,8,5,14,19
LOS ANGELES LAKERS,240,40,85,7,19,21,27,17,34,14,11,2,13,12
DENVER NUGGETS,240,44,87,5,20,23,27,6,34,25,9,6,8,14
MIAMI HEAT,240,42,87,13,27,16,21,7,34,26,3,9,10,22
DALLAS MAVERICKS,240,38,73,14,36,19,20,4,26,25,7,1,13,18
MILWAUKEE BUCKS,240,39,77,12,34,15,18,4,29,25,9,3,13,20
CHICAGO BULLS,240,45,92,13,26,14,18,9,40,26,7,6,11,23
NEW ORLEANS PELICANS,240,33,81,10,30,34,35,6,34,24,7,4,12,14
BOSTON CELTICS,240,40,72,12,37,18,26,5,36,22,8,3,17,25
NEW YORK KNICKS,240,33,85,7,25,21,25,8,24,20,12,2,11,20
CHARLOTTE HORNETS,240,37,77,11,30,28,32,3,34,20,18,5,16,13
OKLAHOMA CITY THUNDER,240,39,84,12,31,11,12,7,35,19,10,5,24,20
HOUSTON ROCKETS,240,47,100,14,38,15,23,13,33,23,8,4,15,23
PHOENIX SUNS,240,42,100,8,34,24,29,22,39,24,8,11,23,24
UTAH JAZZ,240,43,89,9,24,8,13,12,24,24,6,8,10,18
SAN ANTONIO SPURS,240,40,77,10,19,19,22,8,34,26,7,6,13,17
PHILADELPHIA 76ERS,240,36,80,11,36,22,25,13,24,25,8,5,19,20
TORONTO RAPTORS,240,46,85,6,19,15,19,10,27,25,12,9,15,19
