team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,40,100,13,44,13,21,21,28,25,8,4,10,20
ATLANTA HAWKS,240,47,93,8,27,15,18,12,36,31,6,4,10,18
WASHINGTON WIZARDS,265,40,97,9,25,25,33,17,37,21,9,5,12,26
BROOKLYN NETS,265,38,91,9,33,25,36,15,40,20,6,5,16,24
LOS ANGELES LAKERS,240,37,86,6,23,22,26,7,34,21,7,3,21,21
DETROIT PISTONS,240,51,97,4,16,15,24,14,38,32,11,6,14,14
CHICAGO BULLS,240,37,92,4,24,14,19,15,29,25,7,2,14,17
GOLDEN STATE WARRIORS,240,48,85,15,28,12,13,5,40,37,9,5,12,17
CLEVELAND CAVALIERS,240,46,84,16,36,24,26,5,34,24,7,5,9,16
INDIANA PACERS,240,41,82,13,25,22,26,7,31,24,7,2,12,18
PHOENIX SUNS,240,29,87,5,23,28,34,18,28,13,12,5,15,27
MEMPHIS GRIZZLIES,240,35,72,14,24,26,34,11,30,24,6,8,22,25
MIAMI HEAT,240,41,86,11,33,13,18,14,34,23,5,5,15,21
MILWAUKEE BUCKS,240,33,71,6,15,16,28,5,28,18,10,4,12,18
TORONTO RAPTORS,240,42,79,11,28,14,20,10,26,19,6,3,13,22
MINNESOTA TIMBERWOLVES,240,39,80,7,19,27,30,11,25,22,8,3,8,20
UTAH JAZZ,240,48,88,14,32,17,21,12,36,25,9,2,8,19
NEW ORLEANS PELICANS,240,35,77,5,24,19,25,7,30,17,6,6,13,17
LOS ANGELES CLIPPERS,240,45,92,10,25,19,28,14,33,22,8,3,11,20
NEW YORK KNICKS,240,46,92,8,27,15,18,12,29,25,9,5,11,22
SAN ANTONIO SPURS,240,39,74,11,22,22,25,6,42,24,2,6,15,22
PHILADELPHIA 76ERS,240,34,84,13,34,22,29,7,28,23,8,2,5,19
BOSTON CELTICS,240,29,73,10,32,24,27,7,32,18,8,2,17,19
SACRAMENTO KINGS,240,42,84,10,25,14,15,4,36,24,11,1,14,18
