team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,46,92,11,26,9,15,5,36,33,6,6,14,19
ATLANTA HAWKS,240,43,94,17,33,10,12,9,40,23,7,5,16,18
NEW ORLEANS PELICANS,240,49,91,12,26,16,21,6,41,27,9,4,11,21
DALLAS MAVERICKS,240,40,90,10,23,19,25,10,33,25,5,2,12,20
BROOKLYN NETS,240,40,92,19,45,21,23,13,31,30,8,4,14,21
LOS ANGELES CLIPPERS,240,44,84,10,27,25,30,7,33,18,12,6,10,20
PHILADELPHIA 76ERS,240,39,70,14,28,18,22,6,26,26,4,9,26,24
MILWAUKEE BUCKS,240,47,95,10,23,14,22,16,22,27,15,4,13,24
NEW YORK KNICKS,240,40,88,6,21,13,18,15,33,21,8,7,13,19
SACRAMENTO KINGS,240,39,86,13,30,11,11,7,31,21,5,5,11,18
CHARLOTTE HORNETS,240,32,85,5,21,29,35,9,37,16,7,4,9,21
TORONTO RAPTORS,240,35,83,12,41,21,27,9,41,22,5,8,15,28
INDIANA PACERS,240,34,77,8,25,22,24,11,32,11,10,0,16,18
WASHINGTON WIZARDS,240,35,83,10,27,15,19,10,32,21,9,2,14,21
