team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,37,78,1,13,24,32,10,29,17,17,5,23,24
BROOKLYN NETS,240,39,81,8,24,17,23,11,27,28,13,3,23,24
CLEVELAND CAVALIERS,240,39,80,8,23,12,18,4,31,24,9,3,12,24
CHARLOTTE BOBCATS,240,37,73,8,20,23,30,7,33,28,8,4,15,14
WASHINGTON WIZARDS,240,36,85,7,16,13,17,7,30,17,7,5,8,17
CHICAGO BULLS,240,37,78,7,18,14,19,12,33,26,5,2,15,22
NEW ORLEANS HORNETS,240,31,84,4,11,21,28,25,33,11,5,3,19,17
DALLAS MAVERICKS,240,42,82,6,16,9,11,7,30,24,12,5,11,23
PHOENIX SUNS,240,40,104,7,25,11,17,20,27,29,8,5,12,18
DENVER NUGGETS,240,49,93,4,16,16,20,15,39,28,8,8,16,13
PHILADELPHIA 76ERS,240,43,85,8,19,11,14,10,32,16,9,6,16,23
INDIANA PACERS,240,36,80,6,26,17,27,13,29,17,8,4,16,14
HOUSTON ROCKETS,265,35,84,8,33,17,24,9,37,21,6,5,13,28
LOS ANGELES LAKERS,265,33,90,10,32,23,34,17,40,27,6,6,12,17
UTAH JAZZ,240,25,78,3,11,17,26,17,30,15,6,6,12,18
MEMPHIS GRIZZLIES,240,34,84,4,13,14,20,19,38,22,7,8,11,24
ORLANDO MAGIC,240,40,77,2,14,11,25,8,33,23,5,1,13,22
MIAMI HEAT,240,42,78,12,29,9,19,6,28,31,7,12,11,18
ATLANTA HAWKS,240,37,90,2,21,16,17,15,38,14,7,2,12,15
NEW YORK KNICKS,240,39,91,9,24,11,16,16,34,21,8,3,12,16
MILWAUKEE BUCKS,240,36,85,10,27,13,18,17,36,18,5,3,12,11
OKLAHOMA CITY THUNDER,240,37,89,3,21,12,14,13,31,16,8,2,8,14
GOLDEN STATE WARRIORS,240,40,93,9,21,10,13,14,38,21,7,3,12,17
PORTLAND TRAIL BLAZERS,240,35,82,6,12,12,14,6,36,18,2,5,14,13
LOS ANGELES CLIPPERS,240,44,88,12,24,12,18,11,33,25,5,3,13,20
SACRAMENTO KINGS,240,40,89,9,26,19,25,12,32,23,5,4,11,20
MINNESOTA TIMBERWOLVES,240,42,91,12,29,12,16,8,37,26,11,2,12,17
SAN ANTONIO SPURS,240,33,79,7,18,22,22,4,36,20,5,2,17,22
BOSTON CELTICS,240,37,84,7,17,9,13,9,29,19,7,2,13,22
TORONTO RAPTORS,240,40,80,12,21,22,28,9,37,26,5,5,9,14
