team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,265,54,105,9,30,11,11,11,30,25,6,1,10,27
CHARLOTTE HORNETS,265,51,93,11,28,24,28,11,32,25,5,4,14,12
LOS ANGELES LAKERS,240,40,85,6,23,20,25,6,41,29,3,7,10,20
DETROIT PISTONS,240,44,100,13,33,11,15,10,40,21,4,2,7,26
MEMPHIS GRIZZLIES,240,40,84,15,31,6,9,7,28,25,8,4,13,23
MINNESOTA TIMBERWOLVES,240,33,79,8,24,19,24,7,30,21,7,6,14,15
DENVER NUGGETS,240,36,84,11,32,21,34,9,28,27,10,7,15,21
PHILADELPHIA 76ERS,240,46,91,13,29,18,25,14,39,35,6,6,17,28
BOSTON CELTICS,240,37,87,14,29,14,14,10,34,24,10,3,12,19
PHOENIX SUNS,240,36,81,12,35,10,19,11,36,18,8,5,15,18
