team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,34,85,2,19,20,25,10,33,15,3,7,9,17
DENVER NUGGETS,240,40,82,3,14,17,24,7,37,22,6,5,6,15
PHOENIX SUNS,265,42,92,9,25,11,13,7,37,28,10,2,13,14
NEW JERSEY NETS,265,42,89,7,21,12,16,9,40,32,5,2,16,20
LOS ANGELES CLIPPERS,240,37,81,6,17,19,27,9,30,20,14,3,20,27
SACRAMENTO KINGS,240,38,80,5,18,24,35,11,38,14,11,4,19,22
BOSTON CELTICS,240,39,82,7,15,22,25,6,36,22,9,3,12,27
UTAH JAZZ,240,35,78,1,7,31,37,9,32,16,5,3,13,21
CHICAGO BULLS,240,39,81,8,23,19,22,15,41,24,9,6,17,17
WASHINGTON WIZARDS,240,31,87,4,13,11,14,13,26,19,8,6,15,21
