team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,265,38,87,14,39,16,22,8,41,22,8,11,12,21
CHARLOTTE BOBCATS,265,35,88,9,27,16,22,12,34,17,6,5,12,21
OKLAHOMA CITY THUNDER,240,33,86,5,11,28,33,17,27,15,9,0,8,25
CLEVELAND CAVALIERS,240,34,69,12,28,20,40,10,35,19,3,6,17,25
NEW ORLEANS HORNETS,265,42,92,7,26,19,22,7,30,22,9,2,8,20
DENVER NUGGETS,265,40,90,10,27,26,36,20,41,26,5,1,14,21
PORTLAND TRAIL BLAZERS,240,34,71,8,22,21,26,4,31,27,7,0,9,24
DETROIT PISTONS,240,32,75,4,21,25,34,11,29,19,4,1,9,23
CHICAGO BULLS,240,39,73,7,12,19,26,8,34,17,3,12,13,28
HOUSTON ROCKETS,240,34,85,8,22,21,23,9,23,18,3,2,9,20
PHILADELPHIA 76ERS,240,40,97,7,11,20,23,16,36,19,12,3,10,20
INDIANA PACERS,240,34,76,10,27,19,22,6,38,17,4,7,21,21
SACRAMENTO KINGS,240,32,73,2,11,18,32,9,24,15,6,5,13,20
MIAMI HEAT,240,44,78,6,15,21,32,11,30,21,5,8,10,22
MINNESOTA TIMBERWOLVES,240,33,86,2,13,26,37,13,24,15,7,0,13,23
MILWAUKEE BUCKS,240,49,86,11,23,18,21,9,36,36,7,7,15,26
GOLDEN STATE WARRIORS,240,41,94,8,23,13,15,13,31,15,4,4,14,24
PHOENIX SUNS,240,37,85,9,27,29,33,14,37,16,8,6,14,17
NEW JERSEY NETS,240,31,73,7,19,14,23,8,23,20,6,2,15,22
UTAH JAZZ,240,44,72,2,7,26,34,10,36,28,11,6,16,21
