team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,48,93,10,21,8,12,11,43,24,10,4,13,14
BROOKLYN NETS,240,27,74,12,37,14,15,2,33,19,11,2,17,11
DALLAS MAVERICKS,240,39,83,15,36,22,28,3,36,23,7,7,8,22
CHARLOTTE HORNETS,240,43,84,10,26,15,30,4,39,16,6,5,11,22
ATLANTA HAWKS,240,40,80,12,27,18,18,6,38,25,6,4,16,23
DENVER NUGGETS,240,38,95,9,37,12,20,14,26,27,13,6,12,18
LOS ANGELES CLIPPERS,240,46,94,11,24,22,28,11,35,24,9,3,14,19
GOLDEN STATE WARRIORS,240,38,79,8,23,22,26,4,29,26,9,6,16,21
PORTLAND TRAIL BLAZERS,240,40,83,9,26,23,32,6,34,21,5,6,12,26
HOUSTON ROCKETS,240,45,100,12,38,19,25,17,32,25,7,5,13,30
MIAMI HEAT,240,43,81,13,30,15,21,6,31,25,6,6,15,25
INDIANA PACERS,240,43,87,1,18,19,29,12,33,13,7,3,14,23
NEW ORLEANS PELICANS,240,34,77,11,35,23,34,9,31,20,5,7,12,26
MEMPHIS GRIZZLIES,240,37,88,5,19,26,32,14,36,21,7,5,9,26
ORLANDO MAGIC,240,39,90,8,29,17,18,8,26,26,6,4,8,21
MILWAUKEE BUCKS,240,45,82,4,19,16,25,11,36,20,4,9,14,21
OKLAHOMA CITY THUNDER,240,32,80,6,25,18,24,10,31,13,9,2,18,22
MINNESOTA TIMBERWOLVES,240,39,80,7,20,19,27,11,34,22,11,5,14,22
CHICAGO BULLS,290,45,98,15,33,17,20,10,38,21,10,5,16,19
NEW YORK KNICKS,290,48,96,10,22,13,21,11,40,24,5,9,18,20
UTAH JAZZ,240,43,92,11,33,10,13,11,28,23,15,3,12,17
WASHINGTON WIZARDS,240,41,78,10,25,12,17,9,36,25,8,1,23,17
