team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,37,80,3,16,12,15,5,31,19,11,8,12,20
CHARLOTTE BOBCATS,240,29,73,5,18,21,28,8,34,17,7,7,19,13
ATLANTA HAWKS,240,43,96,6,18,24,30,22,41,23,8,3,8,15
CHICAGO BULLS,240,39,89,2,17,12,15,8,29,20,4,7,11,19
NEW YORK KNICKS,240,36,88,9,30,12,17,2,29,26,9,3,12,17
CLEVELAND CAVALIERS,240,51,90,6,19,16,27,14,46,31,8,7,16,21
TORONTO RAPTORS,240,34,77,5,14,19,25,5,31,17,10,5,17,27
HOUSTON ROCKETS,240,41,80,13,25,21,23,6,37,33,11,5,17,23
UTAH JAZZ,240,38,89,4,15,24,31,15,25,30,15,7,12,22
LOS ANGELES CLIPPERS,240,36,75,10,22,26,29,10,31,24,7,10,19,18
PORTLAND TRAIL BLAZERS,240,38,85,8,21,19,19,11,25,22,10,7,13,21
MEMPHIS GRIZZLIES,240,35,77,4,16,19,25,12,31,16,6,5,21,19
SAN ANTONIO SPURS,240,42,83,8,23,14,17,9,32,23,7,8,9,19
NEW ORLEANS HORNETS,240,37,82,8,18,10,13,11,33,22,4,4,11,14
ORLANDO MAGIC,240,45,77,15,23,21,25,6,29,22,5,7,11,14
PHILADELPHIA 76ERS,240,42,86,8,17,13,14,11,23,20,5,5,12,19
DENVER NUGGETS,240,33,78,9,24,10,16,11,26,13,10,1,18,21
PHOENIX SUNS,240,34,76,7,18,26,33,16,29,20,8,6,15,14
