team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,34,80,3,15,18,21,13,24,19,12,7,13,23
BOSTON CELTICS,240,31,76,10,20,19,25,15,25,21,4,6,17,25
INDIANA PACERS,240,37,87,12,25,12,16,15,33,25,14,5,14,17
DALLAS MAVERICKS,240,35,83,6,16,11,13,13,29,20,8,10,16,14
LOS ANGELES LAKERS,240,37,78,4,13,15,25,8,39,19,8,6,11,17
DENVER NUGGETS,240,33,75,5,23,18,23,5,35,20,7,3,12,18
MILWAUKEE BUCKS,240,26,74,3,17,25,33,11,30,10,7,4,15,22
DETROIT PISTONS,240,34,81,4,14,16,19,11,36,19,7,6,15,19
PHOENIX SUNS,240,34,83,4,19,9,14,9,30,20,11,6,16,15
HOUSTON ROCKETS,240,39,89,4,15,17,17,14,35,17,8,9,16,17
MINNESOTA TIMBERWOLVES,240,36,82,7,16,29,32,16,31,24,9,3,16,18
NEW JERSEY NETS,240,38,86,10,21,19,24,15,26,29,9,7,17,27
MEMPHIS GRIZZLIES,240,37,87,4,13,16,20,15,24,19,10,7,17,24
OKLAHOMA CITY THUNDER,240,34,71,7,17,26,33,10,25,14,8,12,17,16
CLEVELAND CAVALIERS,240,33,90,7,18,21,27,18,39,17,5,3,11,23
ORLANDO MAGIC,240,34,80,9,26,25,36,10,35,19,6,10,5,20
MIAMI HEAT,240,40,77,8,13,11,20,5,42,19,3,4,8,12
PHILADELPHIA 76ERS,240,32,81,5,12,10,14,8,30,18,6,5,6,17
WASHINGTON WIZARDS,240,33,87,5,19,18,25,11,26,13,5,13,9,23
TORONTO RAPTORS,240,42,93,3,13,19,28,23,38,28,5,10,11,18
