team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,36,87,8,26,17,21,14,23,21,13,1,16,19
BOSTON CELTICS,240,42,83,7,20,18,20,12,33,28,9,5,18,19
OKLAHOMA CITY THUNDER,240,37,82,2,13,16,18,9,34,22,5,7,13,26
CHARLOTTE BOBCATS,240,37,77,5,7,21,32,6,34,18,5,12,9,17
INDIANA PACERS,240,37,78,10,24,10,13,6,31,28,8,6,15,18
CLEVELAND CAVALIERS,240,40,83,5,16,14,20,8,30,23,9,2,11,11
CHICAGO BULLS,240,43,82,3,15,17,23,12,24,20,8,2,16,23
DALLAS MAVERICKS,240,41,78,6,18,25,33,10,27,22,6,5,13,16
NEW ORLEANS HORNETS,240,44,86,7,21,26,34,13,26,28,7,2,18,19
GOLDEN STATE WARRIORS,240,47,87,13,27,24,26,6,26,32,14,3,13,25
MEMPHIS GRIZZLIES,240,39,91,1,7,15,26,17,25,14,10,5,14,24
HOUSTON ROCKETS,240,39,73,10,19,19,25,7,34,22,4,10,19,22
MILWAUKEE BUCKS,240,37,83,8,23,11,14,9,26,19,10,6,13,26
LOS ANGELES CLIPPERS,240,34,64,6,12,27,34,4,34,25,8,8,18,12
SAN ANTONIO SPURS,240,34,80,5,14,11,14,9,27,17,4,4,11,25
ORLANDO MAGIC,240,37,71,10,23,26,33,5,36,24,3,3,10,15
NEW JERSEY NETS,240,34,83,6,16,23,24,10,26,15,6,0,11,23
PHILADELPHIA 76ERS,240,42,75,4,10,20,30,10,31,26,6,10,13,18
ATLANTA HAWKS,240,41,85,11,18,12,18,7,35,22,2,9,11,23
TORONTO RAPTORS,240,41,90,4,12,20,30,12,34,23,8,1,4,20
MINNESOTA TIMBERWOLVES,240,34,78,7,15,25,30,9,24,23,7,4,18,18
UTAH JAZZ,240,49,91,5,20,19,20,9,35,30,15,4,13,25
