team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,39,97,9,28,4,5,11,32,21,12,8,12,18
CHICAGO BULLS,240,35,80,4,17,21,27,11,40,24,7,5,20,13
PORTLAND TRAIL BLAZERS,240,25,82,7,28,29,40,13,39,13,6,3,12,23
MEMPHIS GRIZZLIES,240,31,87,6,20,20,30,15,43,13,8,2,12,28
PHILADELPHIA 76ERS,240,39,91,12,40,9,13,11,35,27,8,8,10,20
NEW ORLEANS PELICANS,240,33,84,7,25,15,22,11,36,18,3,2,12,17
MINNESOTA TIMBERWOLVES,240,45,88,9,28,11,15,16,27,19,3,1,13,26
TORONTO RAPTORS,240,43,87,12,27,26,33,16,26,25,5,5,8,19
GOLDEN STATE WARRIORS,240,39,80,12,29,16,23,9,38,26,10,4,16,23
UTAH JAZZ,240,37,89,10,38,15,21,12,34,20,8,2,15,22
DENVER NUGGETS,240,31,76,7,32,16,24,14,31,24,8,2,27,24
WASHINGTON WIZARDS,240,35,78,6,19,16,17,8,27,21,11,3,18,20
