team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,38,93,8,20,9,13,18,35,26,12,5,7,14
ATLANTA HAWKS,240,31,79,6,19,8,15,12,33,17,3,7,14,12
OKLAHOMA CITY THUNDER,240,41,83,7,21,21,26,14,33,19,10,11,16,20
CLEVELAND CAVALIERS,240,43,90,9,18,20,23,14,30,27,9,2,13,16
PHOENIX SUNS,240,35,86,5,15,18,24,15,33,22,7,1,12,21
GOLDEN STATE WARRIORS,240,45,89,9,19,14,20,14,33,34,5,3,13,24
CHARLOTTE BOBCATS,240,33,79,8,19,21,24,9,26,18,7,7,13,23
HOUSTON ROCKETS,240,42,82,7,20,18,23,14,36,27,5,5,14,19
ORLANDO MAGIC,240,41,94,5,19,11,22,20,32,32,9,5,17,17
MILWAUKEE BUCKS,240,42,90,9,24,14,20,14,28,26,6,9,16,16
NEW ORLEANS HORNETS,240,28,70,3,14,27,33,9,19,15,12,4,23,25
MINNESOTA TIMBERWOLVES,240,45,77,5,15,20,29,15,29,30,12,5,18,27
SACRAMENTO KINGS,240,32,76,6,21,11,15,5,25,14,8,2,18,15
NEW YORK KNICKS,240,47,86,19,43,7,13,15,37,34,8,1,17,19
UTAH JAZZ,240,39,90,8,19,13,16,10,27,24,9,2,4,22
PORTLAND TRAIL BLAZERS,240,38,75,10,18,19,28,10,39,25,2,6,16,17
WASHINGTON WIZARDS,240,36,88,6,22,8,17,12,29,24,8,2,16,23
SAN ANTONIO SPURS,240,38,78,5,20,15,16,3,42,25,5,4,16,17
