team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,43,93,6,26,19,28,14,33,26,6,4,8,17
BOSTON CELTICS,240,39,81,14,29,11,17,8,37,20,2,4,16,23
CLEVELAND CAVALIERS,240,28,88,15,36,21,25,19,31,12,8,0,14,19
GOLDEN STATE WARRIORS,240,38,82,10,37,13,17,10,37,28,7,7,15,18
MINNESOTA TIMBERWOLVES,240,49,84,11,32,12,14,7,35,30,9,4,15,13
LOS ANGELES LAKERS,240,40,92,10,30,14,20,13,24,21,10,1,12,16
PHILADELPHIA 76ERS,240,35,82,10,28,25,30,12,36,21,7,7,15,22
NEW YORK KNICKS,240,38,94,4,15,18,28,18,27,18,7,5,10,21
HOUSTON ROCKETS,240,35,81,12,37,25,31,12,26,23,11,4,13,20
OKLAHOMA CITY THUNDER,240,43,79,8,18,18,23,9,31,21,9,10,14,20
