team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,34,75,3,19,13,21,11,40,21,1,4,13,19
BOSTON CELTICS,240,33,88,8,27,11,20,12,27,21,5,3,3,20
CHARLOTTE HORNETS,240,42,85,8,19,23,28,12,37,24,5,2,11,20
BROOKLYN NETS,240,35,88,3,16,18,24,12,26,15,6,1,9,24
MILWAUKEE BUCKS,240,34,80,5,14,20,25,16,31,17,11,1,23,19
GOLDEN STATE WARRIORS,240,37,73,14,34,14,25,4,30,30,16,8,16,24
MEMPHIS GRIZZLIES,240,42,83,4,16,14,17,7,31,27,11,3,9,15
HOUSTON ROCKETS,240,42,86,11,28,5,5,12,28,24,7,5,12,12
NEW YORK KNICKS,240,30,76,6,16,16,23,11,34,16,6,4,19,20
INDIANA PACERS,240,38,80,10,22,19,24,8,32,21,8,8,11,21
PORTLAND TRAIL BLAZERS,265,34,87,8,32,22,29,10,51,19,3,4,15,21
LOS ANGELES CLIPPERS,265,37,96,11,31,8,18,9,42,25,6,4,9,26
LOS ANGELES LAKERS,240,38,88,7,18,11,17,7,35,23,11,1,14,26
MIAMI HEAT,240,32,79,3,16,33,43,13,42,16,8,7,15,15
DENVER NUGGETS,240,42,92,8,20,8,10,14,37,27,8,3,13,21
MINNESOTA TIMBERWOLVES,240,32,82,3,18,18,25,12,31,18,7,5,12,16
DETROIT PISTONS,240,38,93,2,14,7,9,16,36,25,8,7,18,19
NEW ORLEANS PELICANS,240,37,90,2,12,12,16,15,31,18,7,12,14,15
PHILADELPHIA 76ERS,265,34,96,15,35,35,44,16,42,20,8,8,17,26
OKLAHOMA CITY THUNDER,265,44,96,7,21,28,34,9,45,19,9,9,14,31
PHOENIX SUNS,240,37,79,8,21,23,27,9,25,22,10,3,19,15
ORLANDO MAGIC,240,41,87,5,20,13,15,9,33,21,13,5,20,26
SACRAMENTO KINGS,240,29,78,3,9,24,34,8,27,15,14,4,17,13
SAN ANTONIO SPURS,240,45,85,10,23,12,16,8,36,23,13,10,17,23
CLEVELAND CAVALIERS,240,40,78,15,36,25,34,9,26,27,7,3,9,16
TORONTO RAPTORS,240,43,79,10,21,16,17,7,27,24,5,3,8,24
