team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,265,32,79,9,19,24,30,8,35,21,9,7,19,24
CHARLOTTE BOBCATS,265,40,95,3,20,18,28,21,32,15,12,6,17,24
MINNESOTA TIMBERWOLVES,240,33,85,3,13,11,15,13,27,23,7,3,11,20
CHICAGO BULLS,240,34,80,6,13,13,16,14,33,19,6,9,14,19
DENVER NUGGETS,290,43,113,5,24,16,27,23,42,30,9,9,15,21
GOLDEN STATE WARRIORS,290,39,102,9,25,14,23,13,41,23,11,5,14,26
DETROIT PISTONS,240,32,80,7,20,11,16,11,34,17,8,9,16,16
HOUSTON ROCKETS,240,33,82,9,26,21,26,8,34,23,10,3,14,17
WASHINGTON WIZARDS,240,35,79,10,24,5,7,5,35,26,5,5,12,21
INDIANA PACERS,240,34,80,7,16,14,24,14,34,16,4,4,12,12
BOSTON CELTICS,240,32,72,5,15,27,34,7,33,20,4,4,14,22
MILWAUKEE BUCKS,240,35,88,3,19,19,26,16,28,20,7,3,11,25
SAN ANTONIO SPURS,240,40,70,7,18,25,31,6,30,20,9,5,21,20
PORTLAND TRAIL BLAZERS,240,42,89,10,22,15,19,12,25,23,14,5,15,23
PHILADELPHIA 76ERS,240,34,73,6,14,19,25,9,37,21,8,4,15,19
TORONTO RAPTORS,240,30,79,12,26,11,16,7,28,20,6,4,12,21
PHOENIX SUNS,240,32,87,4,16,13,17,10,27,15,12,4,10,25
UTAH JAZZ,240,38,78,2,14,16,24,10,42,22,3,7,18,18
