team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,31,69,5,19,12,16,8,36,20,10,8,21,16
BOSTON CELTICS,240,30,74,4,10,7,9,7,25,20,7,5,18,19
CHICAGO BULLS,240,46,83,6,9,16,17,13,41,27,9,16,20,23
CLEVELAND CAVALIERS,240,27,89,7,14,14,19,18,20,13,7,6,14,17
MEMPHIS GRIZZLIES,240,39,68,5,9,15,20,3,24,23,14,2,15,20
DETROIT PISTONS,240,29,66,4,10,19,26,13,25,17,8,3,25,16
INDIANA PACERS,240,35,83,8,16,16,21,9,34,25,9,5,11,13
GOLDEN STATE WARRIORS,240,37,80,10,23,7,8,7,38,18,3,5,18,21
MINNESOTA TIMBERWOLVES,240,36,81,6,15,23,33,10,29,21,8,3,11,22
LOS ANGELES CLIPPERS,240,33,71,11,21,21,28,7,34,12,6,5,18,27
MILWAUKEE BUCKS,240,39,82,8,22,14,20,12,35,19,11,1,19,25
NEW YORK KNICKS,240,27,73,6,22,26,33,12,31,13,13,4,24,22
LOS ANGELES LAKERS,240,29,76,6,20,16,22,8,34,19,5,3,8,18
ORLANDO MAGIC,240,32,77,12,27,16,26,15,36,20,7,2,13,20
ATLANTA HAWKS,240,32,74,5,15,7,8,3,29,21,8,2,15,17
PHILADELPHIA 76ERS,240,35,84,4,17,16,19,15,36,24,9,5,12,8
SACRAMENTO KINGS,240,36,83,5,21,11,19,13,33,16,9,2,14,23
SAN ANTONIO SPURS,240,31,82,5,25,19,21,13,32,19,7,2,13,16
PORTLAND TRAIL BLAZERS,240,33,82,5,15,23,31,15,40,19,7,3,18,19
TORONTO RAPTORS,240,30,82,5,15,19,25,11,29,21,10,8,14,23
DENVER NUGGETS,240,39,79,10,21,20,30,12,34,24,6,4,17,20
WASHINGTON WIZARDS,240,40,95,11,26,13,17,8,32,28,11,9,10,24
