team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,43,88,12,27,9,13,7,36,26,8,3,12,17
ATLANTA HAWKS,240,40,86,10,26,9,16,9,38,26,4,2,12,18
LOS ANGELES LAKERS,240,41,86,16,37,10,13,10,31,30,3,2,11,16
CLEVELAND CAVALIERS,240,46,89,15,33,12,18,11,33,30,8,3,8,12
NEW YORK KNICKS,240,35,80,8,23,36,39,9,26,18,6,4,11,27
DENVER NUGGETS,240,50,90,10,27,17,29,11,30,26,6,7,10,27
INDIANA PACERS,240,40,83,6,19,19,25,9,42,20,6,3,9,16
DETROIT PISTONS,240,32,84,10,30,16,22,10,30,22,6,1,8,18
PORTLAND TRAIL BLAZERS,240,34,86,8,28,14,20,7,24,16,7,4,11,19
GOLDEN STATE WARRIORS,240,51,87,14,28,19,26,9,47,36,7,5,15,16
HOUSTON ROCKETS,265,39,96,17,51,16,20,10,37,25,14,4,16,22
MINNESOTA TIMBERWOLVES,265,41,92,7,21,20,27,13,42,29,9,6,21,21
PHOENIX SUNS,240,39,90,8,22,15,20,16,27,16,5,5,16,23
OKLAHOMA CITY THUNDER,240,41,81,7,16,25,34,10,32,28,12,4,13,21
