team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,265,37,102,8,27,20,29,16,39,20,7,7,11,23
BOSTON CELTICS,265,37,93,13,30,22,27,8,41,28,8,6,12,21
SAN ANTONIO SPURS,265,36,101,12,32,9,12,18,40,23,5,6,8,19
BROOKLYN NETS,265,37,90,9,19,12,18,9,45,20,2,2,10,10
CHICAGO BULLS,240,37,80,12,28,16,21,4,45,27,4,1,11,18
CHARLOTTE HORNETS,240,36,90,2,15,21,23,7,35,17,5,3,5,21
MEMPHIS GRIZZLIES,240,39,76,2,13,16,27,10,29,26,9,7,20,15
HOUSTON ROCKETS,240,41,93,10,28,13,20,23,29,22,14,8,19,26
ORLANDO MAGIC,240,33,79,7,20,13,25,6,28,21,11,2,16,24
LOS ANGELES CLIPPERS,240,42,78,12,31,18,25,6,38,32,11,6,17,17
ATLANTA HAWKS,240,40,74,12,25,20,23,5,25,25,9,1,16,24
MIAMI HEAT,240,36,64,6,16,24,32,4,26,25,10,5,18,24
DALLAS MAVERICKS,240,42,92,8,27,15,22,17,29,20,8,6,16,23
MILWAUKEE BUCKS,240,38,73,7,11,22,32,8,31,24,11,2,18,24
PHILADELPHIA 76ERS,240,32,82,5,24,16,25,13,36,15,12,7,18,17
MINNESOTA TIMBERWOLVES,240,30,84,3,17,14,17,11,39,17,8,5,18,21
TORONTO RAPTORS,240,45,79,12,21,21,24,8,29,15,7,3,9,16
UTAH JAZZ,240,42,87,8,28,12,15,13,22,21,7,5,8,15
LOS ANGELES LAKERS,240,33,85,12,29,17,21,9,34,16,8,6,13,20
WASHINGTON WIZARDS,240,45,93,6,19,15,19,12,41,33,6,3,11,15
