team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,35,87,9,27,8,9,14,32,19,7,4,16,21
ATLANTA HAWKS,240,34,75,10,23,19,22,6,28,27,8,3,10,14
GOLDEN STATE WARRIORS,240,36,78,9,26,17,23,6,34,19,7,5,18,27
BROOKLYN NETS,240,34,77,5,19,29,35,10,31,13,12,2,15,20
LOS ANGELES LAKERS,240,36,88,7,24,20,25,14,33,20,7,7,18,32
HOUSTON ROCKETS,240,39,86,7,28,28,50,16,36,18,12,3,9,19
BOSTON CELTICS,240,39,83,5,17,22,30,10,35,25,7,1,18,30
LOS ANGELES CLIPPERS,240,36,79,11,30,28,39,7,30,26,11,4,13,23
PHOENIX SUNS,240,38,92,11,29,17,23,15,35,19,6,3,10,30
MINNESOTA TIMBERWOLVES,240,34,86,6,16,29,35,12,39,19,3,5,11,18
WASHINGTON WIZARDS,240,38,80,10,21,16,26,13,33,24,6,5,12,23
NEW ORLEANS PELICANS,240,35,78,4,13,22,27,8,29,23,8,9,10,24
ORLANDO MAGIC,240,33,83,7,20,21,27,10,32,21,5,2,9,12
PORTLAND TRAIL BLAZERS,240,45,95,9,30,11,13,11,36,27,6,9,7,16
DALLAS MAVERICKS,240,39,93,7,19,5,8,9,23,20,10,3,7,19
SAN ANTONIO SPURS,240,40,76,9,20,23,26,12,43,25,6,3,16,10
DETROIT PISTONS,240,34,86,4,16,19,35,11,36,20,7,5,15,26
TORONTO RAPTORS,240,35,86,11,31,31,34,12,43,25,5,10,12,30
