team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,31,74,4,15,16,22,5,29,19,9,6,13,24
BOSTON CELTICS,240,34,76,4,14,14,25,14,33,23,5,5,17,16
PHOENIX SUNS,240,40,85,6,19,20,21,8,39,29,6,3,17,18
CLEVELAND CAVALIERS,240,36,83,9,21,17,20,8,31,18,11,9,16,19
LOS ANGELES LAKERS,240,44,81,6,16,6,7,8,27,20,3,4,10,12
DALLAS MAVERICKS,240,44,80,12,26,9,13,7,28,27,4,2,6,11
OKLAHOMA CITY THUNDER,240,40,83,3,15,24,29,14,32,22,5,4,10,25
DENVER NUGGETS,240,42,82,4,16,24,33,12,27,22,7,5,7,22
INDIANA PACERS,240,37,81,9,22,25,29,15,34,21,7,3,18,19
GOLDEN STATE WARRIORS,240,45,88,6,16,14,19,7,28,22,11,5,12,18
NEW YORK KNICKS,240,35,83,8,24,11,15,9,36,14,7,6,14,16
HOUSTON ROCKETS,240,41,87,8,31,14,16,8,40,21,6,7,9,14
MINNESOTA TIMBERWOLVES,240,41,82,1,16,28,33,12,21,23,15,8,19,24
LOS ANGELES CLIPPERS,240,44,89,12,21,26,36,22,26,26,9,4,23,24
WASHINGTON WIZARDS,240,35,79,2,11,15,20,6,28,26,9,6,14,21
MILWAUKEE BUCKS,240,35,73,5,10,25,32,8,35,16,10,3,14,18
UTAH JAZZ,240,32,77,5,14,26,30,10,21,20,13,4,10,28
NEW JERSEY NETS,240,34,69,8,16,27,34,11,33,25,5,5,18,22
MEMPHIS GRIZZLIES,265,42,91,6,12,12,15,10,33,25,3,4,12,23
NEW ORLEANS HORNETS,265,39,81,4,12,21,28,11,31,24,6,7,10,16
PHILADELPHIA 76ERS,265,36,84,3,14,23,32,8,41,19,10,2,13,27
ORLANDO MAGIC,265,34,75,8,24,23,41,4,43,18,6,4,16,24
PORTLAND TRAIL BLAZERS,265,38,88,6,16,12,13,9,33,25,13,6,13,21
SACRAMENTO KINGS,265,35,82,5,18,15,22,10,35,22,6,6,19,19
TORONTO RAPTORS,240,36,82,3,8,20,25,11,27,20,11,3,15,19
SAN ANTONIO SPURS,240,38,83,4,16,24,29,17,32,23,8,6,16,20
