team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,43,87,12,25,6,12,13,32,31,7,6,16,22
CHARLOTTE BOBCATS,240,31,76,6,15,24,29,11,30,18,11,8,18,15
DETROIT PISTONS,240,34,82,4,13,10,14,13,24,20,6,4,12,22
CHICAGO BULLS,240,31,71,3,14,20,26,14,29,21,5,5,14,18
OKLAHOMA CITY THUNDER,240,36,78,5,16,22,27,9,30,20,9,7,19,20
GOLDEN STATE WARRIORS,240,37,84,6,23,24,27,11,29,20,10,3,15,21
DENVER NUGGETS,240,40,86,8,21,17,25,11,30,22,13,8,14,12
HOUSTON ROCKETS,240,37,83,11,34,10,13,7,31,24,8,7,22,21
LOS ANGELES LAKERS,240,31,73,7,17,24,32,7,27,15,5,8,15,13
MEMPHIS GRIZZLIES,240,47,96,4,13,8,10,16,36,22,7,8,12,28
TORONTO RAPTORS,265,44,88,14,31,14,18,7,21,26,8,1,8,30
MIAMI HEAT,265,45,82,9,22,24,38,16,37,26,5,3,13,21
BROOKLYN NETS,240,37,84,6,20,11,16,14,31,19,9,4,14,16
MINNESOTA TIMBERWOLVES,240,38,83,3,15,4,6,6,31,25,7,7,13,17
INDIANA PACERS,240,30,80,6,23,14,17,10,24,16,8,2,13,20
PORTLAND TRAIL BLAZERS,240,44,78,2,11,10,12,7,35,29,4,4,15,17
PHOENIX SUNS,240,43,90,6,19,14,16,10,20,30,14,4,11,22
SACRAMENTO KINGS,240,38,79,5,11,15,24,18,31,23,8,9,24,22
NEW ORLEANS HORNETS,240,38,81,10,17,16,23,10,36,24,6,4,13,20
SAN ANTONIO SPURS,240,43,80,8,25,12,23,6,33,29,9,3,8,20
WASHINGTON WIZARDS,240,31,86,7,18,19,26,12,39,20,9,7,15,19
UTAH JAZZ,240,38,85,3,12,13,19,9,42,24,8,7,14,18
