team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,41,84,12,36,11,12,12,41,25,7,4,18,13
CHICAGO BULLS,240,32,81,12,33,13,20,7,29,18,14,1,13,16
DETROIT PISTONS,240,34,87,12,34,10,15,8,32,17,9,6,11,22
CLEVELAND CAVALIERS,240,43,88,12,33,14,17,11,42,29,8,2,14,18
MILWAUKEE BUCKS,240,34,76,7,23,14,16,8,31,15,8,7,16,16
INDIANA PACERS,240,33,77,10,17,16,21,8,29,18,13,5,14,15
PORTLAND TRAIL BLAZERS,240,35,83,10,23,28,38,7,43,19,6,5,14,25
LOS ANGELES LAKERS,240,34,87,11,37,24,31,7,40,20,9,7,10,24
PHOENIX SUNS,240,42,87,10,24,9,18,12,28,21,3,2,17,20
MIAMI HEAT,240,47,92,12,36,19,23,16,35,33,12,6,10,14
MEMPHIS GRIZZLIES,240,42,80,8,22,6,9,6,36,26,8,5,20,22
SAN ANTONIO SPURS,240,35,76,6,22,24,31,4,32,18,14,4,11,10
ORLANDO MAGIC,240,29,85,11,34,11,14,6,30,18,7,4,14,19
UTAH JAZZ,240,36,73,10,31,12,18,6,42,23,8,7,15,22
