team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,35,79,5,18,15,18,12,32,17,0,5,12,23
CHICAGO BULLS,240,39,84,8,22,23,33,14,31,30,9,5,3,12
UTAH JAZZ,240,36,78,6,14,13,18,10,34,20,4,6,18,28
INDIANA PACERS,240,34,82,5,15,21,28,14,28,18,10,8,10,20
CHARLOTTE BOBCATS,240,30,68,8,22,31,40,2,27,19,7,4,15,23
OKLAHOMA CITY THUNDER,240,41,82,8,22,26,30,11,33,19,10,7,15,29
PHILADELPHIA 76ERS,240,32,86,5,24,12,18,13,32,16,7,5,19,22
ORLANDO MAGIC,240,35,83,1,13,21,27,11,36,17,12,6,13,20
ATLANTA HAWKS,240,44,84,14,31,18,26,7,26,24,11,6,12,20
PHOENIX SUNS,240,44,80,15,24,26,30,7,34,29,9,5,15,21
DALLAS MAVERICKS,240,45,97,7,18,9,14,14,29,24,10,5,7,23
SAN ANTONIO SPURS,240,39,84,10,27,24,28,11,35,28,5,6,13,14
GOLDEN STATE WARRIORS,240,37,88,8,23,16,20,16,25,25,5,5,13,22
TORONTO RAPTORS,240,38,79,8,22,20,23,9,30,28,6,3,9,18
