team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,41,88,4,20,23,29,9,33,23,11,4,12,28
BOSTON CELTICS,240,34,77,10,23,23,31,6,37,19,5,2,21,25
DETROIT PISTONS,340,56,124,8,29,27,46,19,45,28,7,4,11,35
CHICAGO BULLS,340,50,120,5,22,39,44,20,42,21,5,9,16,35
MEMPHIS GRIZZLIES,240,30,80,6,17,22,24,10,29,13,11,3,12,19
DALLAS MAVERICKS,240,34,78,10,29,19,21,11,39,27,7,4,19,17
MILWAUKEE BUCKS,240,42,91,4,18,24,28,14,27,25,6,7,16,29
GOLDEN STATE WARRIORS,240,42,87,9,26,28,37,15,31,31,7,4,15,22
BROOKLYN NETS,240,36,86,8,16,17,17,9,33,18,7,6,12,21
INDIANA PACERS,240,37,89,7,28,23,26,14,38,17,4,4,11,15
TORONTO RAPTORS,240,41,80,8,21,18,22,6,32,18,11,5,7,12
MIAMI HEAT,240,35,74,9,25,15,17,4,30,19,4,6,13,19
SACRAMENTO KINGS,240,38,81,7,23,12,17,8,23,22,10,2,12,19
MINNESOTA TIMBERWOLVES,240,39,82,6,18,15,16,14,35,25,2,6,18,19
PORTLAND TRAIL BLAZERS,240,32,73,11,32,19,26,7,35,21,3,2,19,23
ORLANDO MAGIC,240,39,84,2,15,22,31,13,35,19,11,5,13,18
NEW YORK KNICKS,240,40,85,6,19,21,28,14,35,24,8,6,15,19
PHILADELPHIA 76ERS,240,37,77,6,24,17,30,4,32,15,7,5,15,22
NEW ORLEANS PELICANS,240,26,71,4,22,32,38,10,26,13,8,7,21,23
PHOENIX SUNS,240,44,84,6,16,10,17,12,33,22,10,2,19,27
LOS ANGELES CLIPPERS,240,36,72,10,24,25,40,6,31,23,6,8,10,22
SAN ANTONIO SPURS,240,43,87,10,19,19,24,10,34,25,7,4,8,30
DENVER NUGGETS,240,31,79,6,28,20,25,15,29,15,10,4,14,20
UTAH JAZZ,240,34,73,10,25,19,25,5,34,15,8,1,14,19
