team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,43,90,14,33,22,24,7,35,39,12,10,11,18
CLEVELAND CAVALIERS,240,38,79,10,19,15,20,4,35,24,5,3,16,24
MIAMI HEAT,240,38,80,7,27,20,29,10,23,19,11,7,8,19
HOUSTON ROCKETS,240,40,78,8,23,18,27,12,34,24,4,3,18,22
GOLDEN STATE WARRIORS,240,37,84,10,20,14,21,10,34,24,4,6,10,21
INDIANA PACERS,240,36,86,3,16,21,22,9,34,16,5,7,8,20
NEW ORLEANS PELICANS,240,46,77,7,17,33,40,9,30,29,9,2,15,23
LOS ANGELES LAKERS,240,46,85,10,22,23,31,11,19,29,9,5,14,26
PHILADELPHIA 76ERS,240,32,94,10,30,18,26,13,25,20,13,0,17,28
OKLAHOMA CITY THUNDER,240,43,76,7,20,32,43,9,48,31,12,10,22,22
LOS ANGELES CLIPPERS,240,40,78,8,20,16,22,9,31,26,7,5,15,21
PHOENIX SUNS,240,39,86,7,19,11,19,16,30,22,8,0,18,24
