team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,38,90,8,30,25,29,23,35,22,8,2,21,18
ATLANTA HAWKS,240,40,85,7,22,15,17,7,29,23,12,4,13,26
MILWAUKEE BUCKS,240,40,86,8,18,11,12,11,35,26,12,5,18,17
BOSTON CELTICS,240,33,74,5,14,17,21,6,30,22,9,4,18,18
INDIANA PACERS,240,33,83,7,26,16,27,14,38,19,5,5,17,16
CHARLOTTE BOBCATS,240,31,85,7,19,21,24,10,31,18,10,9,10,22
CHICAGO BULLS,240,44,69,4,10,23,30,5,36,34,7,4,17,21
CLEVELAND CAVALIERS,240,32,79,8,20,14,27,11,22,23,7,1,17,25
MEMPHIS GRIZZLIES,240,35,77,6,13,28,34,9,31,22,9,4,13,22
GOLDEN STATE WARRIORS,240,36,80,10,20,12,17,9,27,21,5,5,18,24
LOS ANGELES CLIPPERS,240,38,84,8,22,21,27,9,28,24,12,4,11,26
LOS ANGELES LAKERS,240,34,68,7,16,20,28,7,31,15,7,7,20,23
SACRAMENTO KINGS,240,32,89,3,16,13,16,11,32,17,7,4,11,34
MINNESOTA TIMBERWOLVES,240,32,87,2,17,26,36,17,36,17,4,10,11,17
UTAH JAZZ,240,35,85,10,28,6,12,16,28,19,7,6,14,21
NEW ORLEANS HORNETS,240,37,81,5,14,9,14,12,30,23,7,4,12,16
MIAMI HEAT,240,33,71,7,20,11,13,7,34,18,4,5,21,18
NEW YORK KNICKS,240,36,84,19,36,13,15,13,28,27,10,0,12,22
PORTLAND TRAIL BLAZERS,240,32,89,9,26,19,24,11,33,17,4,0,11,25
OKLAHOMA CITY THUNDER,240,39,76,5,9,23,32,8,39,18,2,10,12,22
DENVER NUGGETS,240,32,84,7,26,18,27,15,30,22,5,5,14,17
ORLANDO MAGIC,240,42,86,5,15,13,18,11,35,24,8,8,11,24
DETROIT PISTONS,240,37,90,4,13,11,19,10,29,20,2,5,9,19
PHOENIX SUNS,240,40,92,2,11,10,14,15,37,15,6,5,12,20
