team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,39,87,11,30,10,11,9,37,25,7,3,17,20
ATLANTA HAWKS,240,40,84,11,23,14,22,7,35,26,12,4,13,17
HOUSTON ROCKETS,240,35,84,8,30,15,20,12,38,22,6,4,16,18
BOSTON CELTICS,240,32,90,7,24,16,23,14,34,14,8,5,11,23
TORONTO RAPTORS,265,47,92,7,26,26,30,9,36,22,5,3,9,21
BROOKLYN NETS,265,49,101,4,19,20,26,14,36,19,7,4,7,20
SACRAMENTO KINGS,240,30,84,3,18,27,32,14,36,15,10,3,16,19
CLEVELAND CAVALIERS,240,38,80,11,31,14,22,7,37,22,11,5,17,24
DALLAS MAVERICKS,240,34,82,13,29,12,20,13,36,24,10,4,10,13
MIAMI HEAT,240,29,88,9,29,5,10,17,35,18,6,3,16,17
LOS ANGELES CLIPPERS,240,42,92,7,28,12,17,9,29,20,5,4,5,21
NEW ORLEANS PELICANS,240,36,86,13,25,23,26,14,37,26,5,3,8,15
MINNESOTA TIMBERWOLVES,240,34,76,5,14,21,25,11,27,24,8,4,21,18
PHILADELPHIA 76ERS,240,37,74,8,23,21,25,7,27,27,13,9,14,16
CHICAGO BULLS,240,36,87,4,18,17,27,12,37,20,6,3,11,18
PHOENIX SUNS,240,39,90,6,22,15,17,11,39,16,7,5,13,21
GOLDEN STATE WARRIORS,240,37,86,8,27,18,25,11,30,21,8,2,13,19
UTAH JAZZ,240,42,94,9,25,17,28,17,38,21,10,6,11,20
