team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,37,80,5,11,16,25,11,34,25,1,8,15,22
BOSTON CELTICS,240,42,84,11,24,17,25,9,34,29,8,5,9,24
LOS ANGELES CLIPPERS,240,39,70,10,20,17,28,11,23,22,6,2,22,22
DALLAS MAVERICKS,240,37,74,10,24,28,30,11,19,18,5,4,14,24
UTAH JAZZ,240,36,86,6,16,13,17,16,17,29,11,4,17,22
LOS ANGELES LAKERS,240,44,71,8,18,24,29,4,34,34,11,6,16,17
CHARLOTTE BOBCATS,240,32,71,3,8,27,36,11,39,12,5,1,16,29
SACRAMENTO KINGS,240,32,89,1,12,24,29,16,28,16,8,5,9,30
DENVER NUGGETS,240,41,81,12,23,26,32,7,32,23,6,2,15,21
WASHINGTON WIZARDS,240,42,82,2,13,23,27,7,29,23,9,9,13,23
