team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,40,79,14,21,17,20,13,31,28,6,4,14,25
CLEVELAND CAVALIERS,240,30,76,6,16,21,31,12,23,16,8,6,11,21
SACRAMENTO KINGS,240,43,86,4,11,18,22,8,32,25,8,6,12,21
DETROIT PISTONS,240,43,93,6,12,22,25,16,32,21,7,4,12,15
MINNESOTA TIMBERWOLVES,240,43,77,5,15,20,23,13,31,24,7,8,19,12
HOUSTON ROCKETS,240,40,85,10,20,8,10,8,18,20,9,4,12,21
PHOENIX SUNS,240,41,90,8,26,9,13,6,30,32,13,5,17,23
LOS ANGELES LAKERS,240,44,83,5,11,18,24,9,43,26,12,4,19,11
DENVER NUGGETS,240,41,83,8,17,12,18,14,23,20,10,7,15,20
MEMPHIS GRIZZLIES,240,41,82,6,16,15,19,15,29,25,10,10,17,16
NEW ORLEANS HORNETS,240,32,75,7,12,18,23,9,28,23,14,3,17,25
NEW YORK KNICKS,240,31,75,4,24,19,29,15,32,13,9,5,21,17
GOLDEN STATE WARRIORS,240,31,89,7,23,18,21,22,21,18,8,8,18,24
OKLAHOMA CITY THUNDER,240,39,74,10,24,22,27,8,36,24,11,5,19,18
MILWAUKEE BUCKS,240,33,90,6,21,13,17,12,30,18,7,6,13,28
ORLANDO MAGIC,240,33,76,9,29,19,26,11,40,20,5,7,17,18
DALLAS MAVERICKS,240,31,81,5,14,15,18,11,40,20,5,4,15,15
PHILADELPHIA 76ERS,240,29,86,1,14,16,19,13,35,19,13,4,8,18
CHARLOTTE BOBCATS,240,37,74,6,15,18,23,7,37,25,3,8,14,18
TORONTO RAPTORS,240,35,84,2,16,19,28,15,29,15,10,4,11,19
WASHINGTON WIZARDS,240,38,84,2,11,22,26,12,27,14,7,6,15,18
UTAH JAZZ,240,47,89,5,15,15,19,14,31,24,6,6,15,22
