team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,265,36,75,5,15,23,32,8,35,21,4,1,21,22
BOSTON CELTICS,265,38,91,3,14,20,28,11,31,15,10,3,11,28
ATLANTA HAWKS,240,35,80,9,21,10,14,5,30,22,6,3,15,26
BROOKLYN NETS,240,30,74,9,26,25,38,11,37,18,8,2,18,22
OKLAHOMA CITY THUNDER,265,39,95,6,20,33,36,18,35,13,8,2,17,23
DALLAS MAVERICKS,265,41,91,7,20,25,30,11,35,24,11,3,16,23
WASHINGTON WIZARDS,240,41,80,11,23,19,28,12,33,26,9,9,20,20
DENVER NUGGETS,240,41,84,7,16,19,31,9,25,17,13,4,14,23
HOUSTON ROCKETS,240,34,83,13,30,14,16,11,25,21,7,10,18,17
INDIANA PACERS,240,40,87,11,19,14,17,14,27,21,11,9,13,20
SACRAMENTO KINGS,240,29,85,2,10,9,15,14,29,9,8,7,15,16
MEMPHIS GRIZZLIES,240,34,78,3,7,14,20,15,33,21,8,10,16,16
CHARLOTTE BOBCATS,240,37,79,4,12,28,38,11,32,16,5,4,10,24
ORLANDO MAGIC,240,37,79,11,31,15,21,10,26,20,3,3,14,28
TORONTO RAPTORS,265,40,88,11,25,10,13,10,32,29,6,5,18,19
PHILADELPHIA 76ERS,265,47,91,4,19,10,14,10,29,30,6,6,11,19
GOLDEN STATE WARRIORS,240,36,84,4,16,12,14,7,35,23,4,2,9,21
SAN ANTONIO SPURS,240,36,80,5,22,18,20,7,39,19,2,4,10,12
