team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BROOKLYN NETS,240,33,81,4,17,18,24,8,38,21,9,4,16,18
CLEVELAND CAVALIERS,240,35,87,9,27,11,17,12,37,20,9,11,19,19
DENVER NUGGETS,240,30,75,8,25,13,17,10,35,17,9,5,20,22
DALLAS MAVERICKS,240,33,77,7,26,19,27,10,32,18,13,3,13,14
SACRAMENTO KINGS,240,39,100,10,25,13,15,19,29,22,9,7,14,24
GOLDEN STATE WARRIORS,240,39,80,16,30,26,31,13,35,32,8,7,14,19
LOS ANGELES LAKERS,240,36,82,7,23,17,23,6,27,20,12,2,9,19
PORTLAND TRAIL BLAZERS,240,38,78,12,30,20,26,12,34,24,5,2,16,16
ATLANTA HAWKS,240,37,87,6,26,8,13,12,31,28,9,5,18,17
SAN ANTONIO SPURS,240,40,85,9,17,19,20,12,37,25,11,9,16,14
NEW ORLEANS PELICANS,240,29,69,5,17,24,30,4,31,19,8,4,16,19
UTAH JAZZ,240,38,82,9,18,16,21,12,37,18,11,9,15,25
TORONTO RAPTORS,240,31,72,11,24,11,14,6,42,17,8,7,22,21
WASHINGTON WIZARDS,240,27,82,7,23,21,27,10,32,20,11,3,14,16
