team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,45,85,6,18,11,14,8,35,29,5,10,12,15
CHICAGO BULLS,240,42,90,13,36,9,13,8,30,30,8,2,8,16
SAN ANTONIO SPURS,240,31,70,11,27,22,32,7,36,20,8,5,13,18
MEMPHIS GRIZZLIES,240,30,74,5,15,14,18,8,30,19,8,6,16,26
CHARLOTTE HORNETS,240,38,79,5,20,19,21,10,30,21,9,5,22,24
MIAMI HEAT,240,39,80,14,35,13,21,9,30,25,8,4,21,24
MINNESOTA TIMBERWOLVES,240,39,76,12,24,17,21,6,20,26,7,5,16,20
OKLAHOMA CITY THUNDER,240,41,79,8,26,21,22,13,29,28,7,7,18,24
GOLDEN STATE WARRIORS,240,55,88,12,24,11,11,7,35,46,9,11,19,16
ORLANDO MAGIC,240,44,96,11,28,13,18,13,22,23,9,4,14,15
INDIANA PACERS,240,45,102,8,26,17,22,15,31,21,7,5,10,17
TORONTO RAPTORS,240,48,97,10,32,14,21,12,35,29,6,8,12,18
NEW ORLEANS PELICANS,240,42,87,15,30,9,15,6,36,28,4,7,10,20
UTAH JAZZ,240,42,85,12,30,18,25,8,38,25,7,3,7,15
DETROIT PISTONS,240,35,79,9,30,12,19,4,28,20,7,5,15,21
WASHINGTON WIZARDS,240,43,89,7,21,16,19,16,33,28,12,6,11,20
