team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE BOBCATS,240,34,76,7,20,13,21,6,29,23,7,7,12,17
BOSTON CELTICS,240,41,79,10,15,13,20,10,32,28,6,8,13,21
INDIANA PACERS,240,34,88,6,16,17,21,18,29,25,5,3,13,20
PHILADELPHIA 76ERS,240,39,79,6,13,14,19,9,32,28,6,14,12,21
DETROIT PISTONS,240,40,76,5,17,16,24,7,26,19,7,3,13,22
PORTLAND TRAIL BLAZERS,240,41,86,7,19,23,24,12,33,25,6,4,9,20
CLEVELAND CAVALIERS,240,43,85,7,15,20,31,9,20,22,13,4,10,27
SAN ANTONIO SPURS,240,45,78,6,17,23,29,11,32,32,7,7,18,21
MEMPHIS GRIZZLIES,240,33,77,4,12,14,22,11,31,14,4,6,11,22
UTAH JAZZ,240,31,71,5,16,23,31,7,31,18,7,4,5,21
PHOENIX SUNS,240,42,88,6,21,15,20,17,31,19,5,4,14,15
WASHINGTON WIZARDS,240,48,93,14,21,17,20,15,27,30,6,3,10,18
