team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,39,85,7,18,20,23,14,23,27,7,4,18,18
BOSTON CELTICS,240,51,85,5,12,13,15,8,28,28,11,7,13,19
ATLANTA HAWKS,240,35,76,10,27,23,28,6,35,26,7,3,13,22
CHARLOTTE BOBCATS,240,33,81,5,13,23,29,10,30,22,4,0,14,24
CLEVELAND CAVALIERS,240,31,75,5,14,14,20,11,27,13,7,11,18,22
CHICAGO BULLS,240,34,83,4,16,24,26,14,27,24,9,7,11,21
TORONTO RAPTORS,290,38,114,8,25,20,27,20,31,10,12,5,13,38
HOUSTON ROCKETS,290,37,84,7,26,29,47,13,46,21,8,14,23,30
MEMPHIS GRIZZLIES,240,31,75,4,8,13,19,7,25,19,6,4,10,20
INDIANA PACERS,240,37,76,6,19,15,18,9,36,25,5,9,13,22
MINNESOTA TIMBERWOLVES,240,40,96,11,29,16,18,16,29,27,7,2,12,25
LOS ANGELES CLIPPERS,240,44,80,4,16,17,28,6,37,30,9,2,14,17
SAN ANTONIO SPURS,240,44,89,13,28,8,11,11,39,29,9,2,12,15
PHILADELPHIA 76ERS,240,34,82,5,19,12,16,11,29,19,4,9,15,12
DETROIT PISTONS,240,42,91,3,14,16,21,18,24,20,10,2,8,13
PORTLAND TRAIL BLAZERS,240,42,82,11,23,14,15,13,31,23,7,2,15,16
DENVER NUGGETS,240,36,80,5,17,23,27,13,39,18,5,1,14,28
UTAH JAZZ,240,31,77,3,17,16,23,9,26,11,4,6,14,22
