team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,34,89,10,23,12,19,12,24,18,6,5,8,21
CHARLOTTE BOBCATS,240,40,87,5,20,16,22,19,41,24,5,11,19,20
DALLAS MAVERICKS,240,49,87,11,27,13,15,6,27,31,5,6,6,13
CHICAGO BULLS,240,47,90,7,16,15,19,10,27,23,4,2,8,18
SAN ANTONIO SPURS,240,39,80,9,21,15,21,10,24,23,11,6,12,22
MEMPHIS GRIZZLIES,240,36,83,3,10,17,25,16,28,13,8,4,14,17
ATLANTA HAWKS,240,31,78,9,24,23,25,13,32,20,3,3,13,19
MIAMI HEAT,240,34,80,11,29,21,29,13,32,17,9,3,6,18
CLEVELAND CAVALIERS,240,34,77,7,22,10,16,6,39,21,9,6,17,19
MILWAUKEE BUCKS,240,32,79,11,29,17,21,8,38,19,12,6,14,13
HOUSTON ROCKETS,240,46,97,11,26,9,9,15,34,30,7,2,15,23
MINNESOTA TIMBERWOLVES,240,37,82,3,13,21,27,9,31,21,11,4,17,18
NEW JERSEY NETS,240,43,86,14,24,13,18,11,32,23,6,7,11,16
NEW YORK KNICKS,240,40,85,0,18,13,18,12,32,19,4,5,10,20
INDIANA PACERS,240,35,93,9,26,26,32,17,27,17,10,10,9,30
PHOENIX SUNS,240,36,82,7,15,34,40,18,40,14,4,6,14,24
LOS ANGELES CLIPPERS,240,35,86,8,21,7,11,11,37,18,3,10,19,14
UTAH JAZZ,240,42,93,7,14,16,21,12,33,28,12,3,6,15
