team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,26,77,1,11,22,25,11,39,15,6,6,12,23
CHARLOTTE BOBCATS,240,23,76,1,16,20,30,11,34,12,4,10,12,20
WASHINGTON WIZARDS,240,34,89,4,18,15,19,13,31,18,9,11,12,21
CHICAGO BULLS,240,32,84,4,14,16,22,17,33,22,7,8,17,22
SAN ANTONIO SPURS,240,36,92,12,27,36,43,19,36,27,6,4,14,14
GOLDEN STATE WARRIORS,240,38,93,8,20,15,17,14,33,24,9,4,16,31
DENVER NUGGETS,240,38,80,9,18,20,29,9,32,26,8,4,13,18
HOUSTON ROCKETS,240,40,94,8,29,14,17,15,33,25,6,11,12,21
MINNESOTA TIMBERWOLVES,240,32,87,7,25,17,25,10,35,16,4,6,10,20
INDIANA PACERS,240,39,88,11,24,22,25,14,44,24,5,7,11,20
OKLAHOMA CITY THUNDER,240,27,72,5,22,18,29,16,26,12,8,4,19,21
LOS ANGELES CLIPPERS,240,36,81,9,20,11,16,16,30,21,8,7,13,22
MIAMI HEAT,240,36,71,6,18,23,27,6,27,20,6,5,13,15
NEW JERSEY NETS,240,41,82,5,16,11,16,8,26,21,8,1,13,20
PHILADELPHIA 76ERS,240,40,80,9,18,11,15,4,26,27,9,4,8,10
ORLANDO MAGIC,240,48,90,11,18,6,6,13,33,28,5,5,11,14
PORTLAND TRAIL BLAZERS,240,41,89,8,21,17,23,15,21,18,6,3,14,17
PHOENIX SUNS,240,51,85,7,15,16,19,9,32,29,4,8,10,20
ATLANTA HAWKS,240,39,80,6,21,25,36,12,30,28,8,6,9,13
TORONTO RAPTORS,240,35,79,4,9,13,16,14,32,20,5,5,18,27
DALLAS MAVERICKS,315,42,98,14,34,23,25,7,34,21,13,5,15,31
UTAH JAZZ,315,41,95,12,28,29,37,14,39,30,6,5,19,28
