team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,40,81,13,34,21,28,10,39,24,3,4,20,16
CHICAGO BULLS,240,46,99,15,34,13,18,11,33,26,9,4,7,20
TORONTO RAPTORS,240,42,94,11,34,11,14,9,37,28,7,1,11,23
CLEVELAND CAVALIERS,240,38,77,13,30,23,26,2,40,18,8,6,12,17
PORTLAND TRAIL BLAZERS,240,39,87,10,40,21,24,5,41,28,6,2,13,20
DALLAS MAVERICKS,240,42,92,17,44,14,20,8,35,27,8,5,7,16
INDIANA PACERS,240,41,84,9,19,13,16,6,29,23,11,4,13,24
DENVER NUGGETS,240,41,89,10,32,15,20,13,36,31,10,8,16,19
WASHINGTON WIZARDS,240,38,72,12,25,16,23,3,33,25,6,1,17,21
HOUSTON ROCKETS,240,43,84,16,46,18,27,10,36,26,13,3,9,14
SAN ANTONIO SPURS,240,39,88,8,24,24,28,10,29,24,13,10,12,29
LOS ANGELES CLIPPERS,240,37,82,5,16,34,43,12,35,21,8,2,14,23
ATLANTA HAWKS,240,37,88,13,33,11,15,12,37,24,10,1,15,15
MIAMI HEAT,240,41,91,8,33,11,13,11,35,22,10,8,14,16
BOSTON CELTICS,240,38,81,7,23,19,24,10,27,19,10,6,17,17
MILWAUKEE BUCKS,240,43,79,5,20,15,21,9,32,27,6,5,15,23
ORLANDO MAGIC,240,37,88,11,36,12,18,11,42,28,7,5,11,12
NEW YORK KNICKS,240,30,86,4,27,9,12,7,35,17,5,9,11,17
GOLDEN STATE WARRIORS,240,41,83,8,29,21,24,6,34,27,9,5,13,25
OKLAHOMA CITY THUNDER,240,35,93,9,38,28,37,22,36,13,8,3,16,20
BROOKLYN NETS,240,34,81,17,42,10,23,3,33,20,5,6,18,15
PHILADELPHIA 76ERS,240,50,91,9,21,12,18,7,48,28,10,10,10,22
SACRAMENTO KINGS,240,33,89,11,27,17,23,10,30,20,5,5,10,24
PHOENIX SUNS,240,35,77,6,17,21,33,6,46,18,6,5,14,22
LOS ANGELES LAKERS,240,36,74,14,28,24,36,7,32,23,7,5,16,23
UTAH JAZZ,240,43,89,14,33,17,27,14,33,29,10,5,14,22
