team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,39,80,7,26,21,25,6,36,15,5,5,10,19
CLEVELAND CAVALIERS,240,34,88,5,22,22,25,11,33,14,6,0,11,23
GOLDEN STATE WARRIORS,240,39,85,6,26,18,21,8,36,23,6,5,14,22
DETROIT PISTONS,240,43,98,12,35,13,20,14,33,22,8,2,11,21
CHICAGO BULLS,240,39,88,8,32,19,24,7,34,15,11,6,13,22
HOUSTON ROCKETS,240,42,84,16,41,21,30,6,41,23,8,7,14,21
BOSTON CELTICS,240,40,85,17,44,21,21,7,33,30,9,3,14,25
MINNESOTA TIMBERWOLVES,240,37,82,9,28,26,32,9,30,19,6,2,16,18
MILWAUKEE BUCKS,265,46,94,18,42,24,31,10,41,28,11,4,16,25
NEW YORK KNICKS,265,51,96,20,34,14,21,6,35,30,5,2,16,23
INDIANA PACERS,240,43,82,10,24,14,18,6,36,32,11,5,25,26
SACRAMENTO KINGS,240,41,91,13,29,16,24,14,32,25,10,3,20,16
BROOKLYN NETS,240,30,81,8,33,20,25,11,31,19,8,2,17,17
WASHINGTON WIZARDS,240,41,79,8,26,12,18,2,36,19,8,3,13,21
