team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW ORLEANS HORNETS,240,40,78,5,16,13,15,11,20,23,6,9,13,25
BROOKLYN NETS,240,40,80,5,16,23,31,19,23,17,8,4,9,14
BOSTON CELTICS,240,27,66,4,13,16,25,6,23,15,4,4,13,21
CHARLOTTE BOBCATS,240,35,77,6,17,24,30,16,32,20,8,3,10,18
WASHINGTON WIZARDS,240,31,76,5,17,23,28,11,35,20,4,5,14,22
CLEVELAND CAVALIERS,240,34,83,8,26,19,25,14,34,24,8,2,11,25
ATLANTA HAWKS,240,33,78,5,22,10,14,10,33,19,11,1,22,25
MIAMI HEAT,240,35,82,6,20,22,30,14,31,27,14,4,14,14
DALLAS MAVERICKS,240,41,82,11,29,22,27,3,38,23,5,5,9,19
MILWAUKEE BUCKS,240,43,89,8,21,14,17,7,35,30,8,6,9,22
SAN ANTONIO SPURS,240,29,82,9,29,16,18,8,31,19,9,4,16,21
MINNESOTA TIMBERWOLVES,240,44,82,12,20,7,18,11,38,30,6,11,16,21
LOS ANGELES LAKERS,240,34,73,9,25,29,47,7,34,20,8,5,10,16
ORLANDO MAGIC,240,37,93,10,32,13,17,13,31,18,5,4,14,35
MEMPHIS GRIZZLIES,240,39,76,3,11,21,31,9,28,31,10,7,11,24
PORTLAND TRAIL BLAZERS,240,32,79,5,16,28,29,14,32,17,6,6,16,23
