team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,265,48,92,6,26,19,27,13,31,23,3,2,10,25
DALLAS MAVERICKS,265,36,75,11,29,36,41,6,30,24,5,1,11,21
HOUSTON ROCKETS,240,37,87,13,33,23,35,13,30,24,8,4,12,22
GOLDEN STATE WARRIORS,240,44,94,12,34,23,26,14,35,28,5,6,12,26
SAN ANTONIO SPURS,240,47,89,6,14,19,26,11,32,25,10,4,10,17
MIAMI HEAT,240,40,70,4,12,17,24,1,30,21,7,5,17,20
BOSTON CELTICS,240,39,84,10,29,23,24,13,31,28,11,2,18,23
MILWAUKEE BUCKS,240,45,88,7,19,15,23,11,27,25,5,6,14,20
WASHINGTON WIZARDS,240,39,78,16,26,17,25,2,30,26,8,4,10,18
NEW YORK KNICKS,240,44,83,8,26,12,14,7,39,22,6,5,15,20
