team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,38,82,8,17,10,18,9,27,22,9,2,17,24
ATLANTA HAWKS,240,43,90,6,19,12,17,7,32,36,9,6,12,15
INDIANA PACERS,240,37,80,7,14,15,20,11,31,24,9,3,13,18
BROOKLYN NETS,240,35,76,8,19,13,16,7,31,20,9,2,15,21
PHILADELPHIA 76ERS,290,47,99,11,27,20,23,9,35,24,10,3,19,22
CLEVELAND CAVALIERS,290,46,102,13,31,22,29,14,36,28,10,10,18,21
LOS ANGELES CLIPPERS,240,42,88,9,24,14,23,15,30,26,10,7,13,28
HOUSTON ROCKETS,240,35,78,7,26,17,27,10,32,21,10,5,18,23
GOLDEN STATE WARRIORS,240,33,78,10,30,14,26,9,24,17,8,3,17,24
MEMPHIS GRIZZLIES,240,42,79,5,13,19,25,8,36,25,8,5,16,23
BOSTON CELTICS,240,46,89,10,21,9,12,11,28,24,4,5,12,25
MIAMI HEAT,240,41,71,5,10,23,34,4,27,26,4,7,10,13
DALLAS MAVERICKS,240,33,78,6,19,19,21,12,35,17,11,5,19,18
MILWAUKEE BUCKS,240,31,81,11,23,10,16,11,31,16,7,2,20,21
PORTLAND TRAIL BLAZERS,240,36,82,9,20,15,22,19,33,25,6,2,12,17
SACRAMENTO KINGS,240,36,78,3,12,10,14,8,25,17,7,2,10,20
UTAH JAZZ,240,34,77,3,18,20,24,12,25,20,7,5,14,24
TORONTO RAPTORS,240,40,83,10,25,25,29,13,27,23,8,4,12,20
