team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,41,96,11,27,18,22,21,35,23,8,6,17,19
BOSTON CELTICS,240,38,85,15,39,12,14,9,28,26,13,15,16,17
BROOKLYN NETS,240,34,74,8,25,20,25,7,38,23,3,2,13,14
CHICAGO BULLS,240,40,91,6,19,7,10,9,30,21,7,5,8,22
CLEVELAND CAVALIERS,240,41,85,10,23,7,12,4,31,24,8,6,7,18
CHARLOTTE HORNETS,240,47,92,10,25,6,9,13,38,24,4,5,12,14
WASHINGTON WIZARDS,240,45,84,10,30,18,23,4,27,28,8,2,11,15
HOUSTON ROCKETS,240,47,85,26,55,16,21,8,33,30,8,2,15,21
NEW ORLEANS PELICANS,240,43,92,19,42,10,15,7,34,28,6,7,15,22
MILWAUKEE BUCKS,240,43,85,13,33,24,30,9,39,26,11,3,14,18
DETROIT PISTONS,265,46,94,20,48,17,28,8,36,26,3,2,13,25
MINNESOTA TIMBERWOLVES,265,45,103,9,33,24,29,11,38,22,8,4,7,27
SAN ANTONIO SPURS,240,50,77,12,19,17,21,4,41,29,5,4,11,15
ORLANDO MAGIC,240,34,89,12,31,10,17,11,22,19,5,3,11,18
NEW YORK KNICKS,240,37,86,10,31,25,31,4,31,22,2,2,8,19
PHILADELPHIA 76ERS,240,47,88,15,30,22,25,9,42,31,6,4,9,22
MEMPHIS GRIZZLIES,240,33,78,9,27,17,19,11,25,22,12,10,14,21
PORTLAND TRAIL BLAZERS,240,35,75,11,26,18,20,12,31,16,9,4,21,23
OKLAHOMA CITY THUNDER,240,51,102,13,32,17,27,18,48,27,8,6,17,24
SACRAMENTO KINGS,240,39,93,13,34,22,33,10,33,28,7,5,13,18
INDIANA PACERS,240,38,80,9,20,11,16,9,40,19,6,7,20,21
TORONTO RAPTORS,240,38,93,7,30,16,21,11,32,20,15,9,9,19
GOLDEN STATE WARRIORS,240,38,95,10,31,17,18,10,38,18,10,9,12,21
UTAH JAZZ,240,37,93,16,42,18,22,10,42,30,7,6,16,16
