team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,33,83,13,28,4,6,13,36,25,7,4,14,22
BROOKLYN NETS,240,29,73,7,22,12,20,10,31,17,4,2,15,14
OKLAHOMA CITY THUNDER,240,45,89,5,17,22,26,16,29,17,8,3,13,15
LOS ANGELES LAKERS,240,40,84,9,26,24,25,10,24,19,9,5,11,22
DENVER NUGGETS,240,32,87,4,19,16,19,19,40,19,2,4,17,24
MEMPHIS GRIZZLIES,240,30,82,8,18,23,30,11,32,14,10,6,7,19
DALLAS MAVERICKS,240,35,84,14,44,11,16,16,26,27,6,5,16,21
MILWAUKEE BUCKS,240,37,80,4,9,18,29,15,28,24,11,4,15,20
CLEVELAND CAVALIERS,240,43,81,13,27,26,29,10,33,23,8,5,11,19
MINNESOTA TIMBERWOLVES,240,36,79,7,16,20,26,7,26,24,8,2,12,21
INDIANA PACERS,240,36,81,5,21,14,19,14,40,21,7,7,24,17
NEW ORLEANS PELICANS,240,31,83,9,29,15,20,8,29,21,21,5,15,18
MIAMI HEAT,240,36,73,7,18,24,30,6,35,23,9,6,10,13
PHOENIX SUNS,240,40,92,6,24,9,13,15,31,15,5,4,14,22
GOLDEN STATE WARRIORS,240,46,87,18,32,18,21,5,43,36,6,5,15,20
PORTLAND TRAIL BLAZERS,240,38,96,12,33,20,28,12,33,21,12,4,9,17
NEW YORK KNICKS,240,38,91,9,21,14,17,10,34,19,1,4,8,14
SAN ANTONIO SPURS,240,41,93,4,13,14,17,12,37,23,5,9,8,16
TORONTO RAPTORS,240,34,75,5,14,24,26,6,41,11,7,13,22,18
WASHINGTON WIZARDS,240,33,84,8,25,14,15,7,28,18,9,9,19,22
