team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,29,77,7,24,19,32,8,43,23,4,8,14,26
CHARLOTTE HORNETS,240,28,82,9,31,32,37,11,38,17,5,3,11,20
CHICAGO BULLS,240,38,87,7,17,13,15,13,40,21,2,5,7,18
CLEVELAND CAVALIERS,240,35,94,4,24,9,22,16,32,17,5,5,4,18
DETROIT PISTONS,240,40,84,11,29,10,19,11,40,23,4,5,16,22
DENVER NUGGETS,240,36,78,8,22,24,29,3,29,18,15,4,8,19
MEMPHIS GRIZZLIES,240,37,79,9,19,18,22,10,24,22,9,3,13,23
MINNESOTA TIMBERWOLVES,240,34,68,5,17,33,36,8,30,26,7,5,15,21
MILWAUKEE BUCKS,240,39,74,6,15,15,18,6,37,20,3,6,18,20
NEW ORLEANS PELICANS,240,43,94,17,31,13,17,12,29,33,10,4,8,17
ATLANTA HAWKS,240,34,84,12,34,15,18,11,32,23,8,7,16,17
PHOENIX SUNS,240,34,85,10,24,20,26,15,37,22,10,6,17,17
LOS ANGELES LAKERS,240,34,69,7,17,28,32,4,26,14,4,6,18,20
PORTLAND TRAIL BLAZERS,240,47,93,10,31,17,22,14,28,26,12,1,8,22
INDIANA PACERS,240,36,86,7,19,18,25,9,32,18,7,10,10,26
SACRAMENTO KINGS,240,38,85,5,16,27,36,13,39,19,7,4,14,22
